id,sentence,difficulty
2582,"Je m'inquiète pour la société, je suis si seule.",C2
2583,Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques Skype entre suspects.,C1
2584,Ma mère est allemande et avocate.,A1
2585,"Edgar, étincelant de fureur, dominait tous les autres avec sa voix plus claire.",C1
2586,"Il avait toujours donné suite à mes demandes, parfois en les notifiant.",C1
2587,"C'est génial, j'ai tout vu avant toi!",A2
2588,"Heureusement pour lui, les larmes qui ont embusqué les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux.",B2
2589,"Si Dieu le veut, bonjour, Anne!",A1
2590,C'est un parc où les gens viennent se promener en famille et entre amis.,B1
2591,"Dans une grande pièce avec un design propre, ils sont environ 50 étudiants de 18 à 34 ans, avec les yeux rivetés sur leur écran d'ordinateur.",B2
2592,Je suis venu dès que j'ai appris les nouvelles.,A2
2593,"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom d'un enfant qui n'utilise que des propositions juxtaposées?""",C2
2594,"Quand vous êtes adolescent, vous vous posez beaucoup de questions.",A2
2595,Il a ouvert un chalet pour randonneurs en Haute-Savoie.,C1
2596,"À l'âge de 50-55 ans, la deuxième vie adulte commence, à laquelle il faudra donner un nom, un statut, un contenu.",C1
2597,"Demain, nous nous lèverons tôt et marcherons dans les bois autour du manoir.",B1
2598,"On devrait d'abord lui montrer les chambres, la salle du restaurant et le reste.",B1
2599,J'espère que vous avez apprécié cette nouvelle histoire.,A2
2600,"Selon les témoignages des chefs d'entreprise réunis dans le Guide France Info L'employé handicapé de l'entreprise, ce dernier est un employé comme les autres, avec en outre la volonté de s'en sortir.",B1
2601,"Avec 410 millions de dollars, il servira à financer l'adaptation des pays du Sud et le développement d'énergies propres.",C1
2602,J'ai faim.,A1
2603,"On m'a souvent demandé comment j'avais fait pour comprendre Coluche, et ce que j'avais gardé comme souvenir de cette fusillade.",B1
2604,"Il est alors reconnu qu'il couvre de multiples analyses, acteurs, histoires et pratiques à des fins complémentaires ou différentes, voire antagonistes.",C1
2605,"Je me suis vite donné, par cette conduite, une grande réputation de légèreté, de perspicacité, de méchanceté.",C2
2606,"Ma voiture est très écologique, elle est alimentée par l'énergie solaire.",B1
2607,"Stop: Tout d'abord, imaginez que les vrais nouveaux pères n'ont pas le désir d'être appelés comme ça.",B2
2608,"Puis j'allais me coucher avec Daffy, mon canard farci, et mâcher mon os moulu ou chanter à l'unisson avec la radio du voisin.",C1
2609,"Le nombre insuffisant d'enseignants formés est également un frein à de nombreux opposants à cette mesure, qui la considèrent inapplicable.",C2
2610,"Comme toujours, l'histoire peut apporter des leçons intéressantes.",B2
2611,Très bien!,A1
2612,Allez-vous-en!,A1
2613,Les sœurs de Fabrice entrèrent dans la maison de leur mère pendant que la comtesse cousit ces diamants dans la robe de voyage de notre héros; il donna à ces pauvres femmes leurs napoléons.,B2
2614,Cet accusé se serait défendu avec l'énergie du condamné.,B2
2615,"Comme Sir, un informaticien fondateur de la bibliothèque de mathématiques, pour qui « il y a tant de façons d'aimer les mathématiques [qu'il offre] beaucoup de produits plus ou moins littéraires, plus ou moins ludiques ».",C2
2616,Quelle est votre ville natale?,A1
2617,Le 8 mai est la fête de la Victoire,A2
2618,"En remontant dans le temps, on constate que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes, qui ont éliminé au moins 15% des langues parlées à l'époque.",C1
2619,"L'extension, après 1945, du principe méritocratique à toutes les carrières administratives et économiques supérieures, ainsi qu'à l'École nationale d'administration et au développement des écoles de commerce, a conduit à la création, dans les années 60, du système des grandes écoles, tel qu'il existe encore aujourd'hui.",C2
2620,"C'est ce que Hervé Brassier a appris qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur.",B1
2621,"Delphine, je t'attends au coin de la pharmacie.",A1
2622,"Par exemple, pour gagner dix marches de terre sur le lac, près de la célèbre allée de l'avion, à côté de la Cadenabia, il avait construit une digue dont l'estimation allait à quatre-vingt mille francs.",C1
2623,Il s'est ensuite étendu à d'autres institutions.,B1
2624,"Ça fait longtemps que je n'ai pas bu une petite bière comme ça, tranquille.",A2
2625,"Son espace virtuel, unique en son genre, célèbre ses deux années d'existence, et offre une belle collection d'alternatives au livre de vacances",C2
2626,Je mange dans la cantine.,A1
2627,"Le chef d'accusation avait refusé d'entrer en service en Autriche; ce refus a été revendiqué, et, quelques mois après la mort de Prina, les mêmes personnages qui avaient payé les assassins ont obtenu que le général Pietranera serait jeté en prison.",C1
2628,Des troupes armées étrangères sont parfois invitées à marcher aux côtés des armées françaises,B2
2629,Les maladies inflammatoires chroniques de l'intestin font partie des priorités de santé publique en gastroentérologie.,C1
2630,L'autre élément est que certains enseignants développent l'utilisation éducative des outils numériques.,B2
2631,"Chaque année, votre école secondaire française organise une journée où les familles peuvent suivre des cours.",B2
2632,"Malgré la réticence du Gouvernement italien, le Gouvernement des États-Unis aurait exprimé son intérêt pour les mesures prises par les enquêteurs des 27 pays membres de l'Union européenne.",C1
2633,"Mangez avec appétit, parce que ce soir, nous dînons en enfer!",B2
2634,"Cet indice, basé sur la formule d'Herfindahl-Hirschmann utilisée dans le domaine de l'économie comme mesure de concentration du marché, représente dans notre cas le degré de fragmentation, ou vice versa, de la structure institutionnelle des cantons.",C2
2635,Je réalise que c'est une comédie.,B1
2636,"Ellenore n'avait jusqu'à présent aucune idée de ce sentiment passionné, de cette existence perdue en elle-même, dont ma très fureur, mes injustices et mes reproches n'étaient que des preuves plus irréfragables.",C1
2637,On dit qu'ils ont produit des rats pathologiquement agressifs et mithridatisés avec une énorme force de la mâchoire.,C2
2638,Je ne trouve pas les livres que j'ai pris à la bibliothèque.,A2
2639,"Une carafe d'eau, s'il vous plaît.",A1
2640,"Certains, cependant, détestent cette félicité dans leur agenda, ce vide, ce temps mort.",C2
2641,C'est un plaisir de vous rencontrer.,A1
2642,"Sans jamais préciser comment il obtient du papier, Kassák dessine, prend des notes et écrit surtout des poèmes qu'il envoie aux éditeurs de journaux via un ami qui reste à Budapest.",C2
2643,"Mais d'autres ne sont pas d'accord : Son accent est si fort que l'auditeur oubliera ce qu'il dit, La politique est un sujet trop sérieux pour être confié à une telle intonation de chant, etc.",B1
2644,Ou ce qu'elle préfère : j'ai lu ses histoires.,A2
2645,Le thé est trop chaud pour boire.,A1
2646,Cette épée brûlante mangeait mes cils et fouillait mes yeux douloureux.,C2
2647,"Le conducteur, connu sous le nom de cyclomoteur, motard ou motocycliste, est assis sur la selle, ses mains tiennent le guidon et ses pieds sont sur les repose-pieds.",C2
2648,"aucune allée n'était praticable, il y avait donc des arbres étendus partout.",C1
2649,"Oui, merci, c'est gentil!",A2
2650,"Il fait alors partie d'un autre réseau, tissé au fur et à mesure que progresse le voyage : celui des vagabonds, fait de routes, d'asiles et de rencontres.",C2
2651,J'ai 25 ans.,A1
2652,Mon nom est Marie.,A1
2653,"Rosa : Oui, merci! Dites-moi, y a-t-il un concert ce soir?",A2
2654,"L'une de ses dernières initiatives a été la création du Festival Best of Doc, dont la première édition a eu lieu en novembre 2019.",C1
2655,"Bonjour, c'est mon dernier jour dans cette école.",A1
2656,"Les concierges, aux manches de chemises, montés sur des chaises de paille, fumaient la pipe sous les portes de la cochère, et les passants allaient dans une marche surchargée, le front nu, le chapeau à la main.",C2
2657,"Quand ils s'approchent trop de la tribu, les femmes jettent des pierres sur eux et les hommes les chassent.",B1
2658,L'éducation est censée préparer la jeune génération à l'avenir.,B2
2659,La nouvelle majorité municipale vient de décider de réduire la subvention annuelle à l'Opéra de Lyon de 500 000 euros.,C1
2660,Je vais chercher du pain à la boulangerie pour le petit-déjeuner.,A2
2661,"Enfin, n'oubliez pas le maquillage",B1
2662,"Au fur et à mesure que les lumières grandissent, l'esprit humain semble grandir et les limites se rétrécissent.",C2
2663,J'aime grimper.,A1
2664,Elle a pris plusieurs rendez-vous pour le directeur.,B1
2665,Mon fils est né ce matin.,A1
2666,"Il explore tout le rez-de-chaussée et découvre un appentis, ou plutôt un petit hangar rempli de vieilles caisses et de deux carcasses de fourgonnettes.",C1
2667,"Il a décrit sa patrie comme une péninsule sèche et presque aride, pourtant semée d'oliviers; mais bien que ce fût - il l'a admis lui-même - moins riant et moins fertile que le pays à l'ombre de la forêt, il en a parlé avec tant d'amour, que le jeune prince est resté sous le charme en l'écoutant.",B2
2668,"Après l'avoir fait faire un bon endroit, à pied, dans l'obscurité a rendu plus profond en apparence par le feu des bivouacs qui de tous côtés illuminaient l'horizon, l'adjudant a remis Fabrice à un officier de gendarmerie qui, dans un air sérieux, lui a demandé ses papiers.",C1
2669,Vous avez sérieusement étudié et réussi sans aucun effort de votre part.,B1
2670,Vous êtes très gentil.,A1
2671,Le Ministère a fourni une aide financière à tous les élèves du secondaire qui ont obtenu leur diplôme de baccalauréat avec une mention « très bonne ».,B2
2672,La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,B2
2673,"Enfin, au Moyen-Orient, la fête des mères a lieu le premier jour du printemps, le 21 mars.",B2
2674,"Cependant, ces observations ont été obtenues dans des conditions contrôlées, et l'exposition des larves dans un scénario écologique réaliste d'ingestion de feuilles de plantes contaminées n'a jamais été entreprise.",C2
2675,"Il reste au lit pendant un quart d'heure dans le noir avant de se lever, pour faire la nuit dernière.",A2
2676,"Aujourd'hui, cependant, c'est un défi énorme pour notre pays.",B2
2677,"On est toujours sur les réunions Zoom, je veux dire, je n'ai jamais eu la chance de regarder mon visage quand il est concentré.",B1
2678,Les importateurs s'engagent également à faire un dépôt et à favoriser des relations commerciales durables avec les producteurs.,C1
2679,De quoi le prince ne se lasse-t-il pas?,B1
2680,Tu as pris une douche et tu t'es couché.,A2
2681,"Bref, la démocratie a des temples blanchis.",B2
2682,"Si tu pars en vacances avec nous, je serais ravi.",B1
2683,Où allons-nous en vacances l'année prochaine?,A1
2684,"C'est une chance pour lui, il va gagner un peu plus d'argent.",B1
2685,Un secrétaire sera engagé par le directeur,B1
2686,"En conduisant un véhicule, vous ne pouvez pas appeler.",B1
2687,"Merci, c'est gentil.",A1
2688,Il a pris son parapluie et est sorti.,A2
2689,On peut sortir tous les jours dans des bars ou des boîtes de conserve.,A1
2690,"Et grâce à ces nouvelles résolutions encourageantes, je dors beaucoup mieux maintenant!",B1
2691,Ils fonderaient ainsi une race de mortels qui apporterait la grâce des dieux exilés sur la terre.,B2
2692,L'artiste a peint un paysage qu'il avait vu,C2
2693,"Le robot Philae est somnolent sur la comète ""Tchouri"", après une mission historique qui a tenu et permis de recueillir des données qui pourraient aider à comprendre les origines de la vie sur Terre.",B2
2694,"Plus d'un a été contraint à un quart volontaire dans les barres de perroquet, ce qui aurait maudit une telle corvée dans toutes les autres circonstances.",C1
2695,Je suis prudent.,A1
2696,"À la fin de l'école, les garçons ont de meilleurs résultats dans les exercices de réflexion.",B2
2697,"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels.",C2
2698,Il vit un grand nombre de serpents s'approcher d'un rocher qui le touchait avec une herbe qu'ils tenaient dans leur bouche.,B1
2699,Pouvez-vous nous donner un peu plus de détails?,A2
2700,Vous buvez du vin.,A1
2701,"Les jambes sont visiblement instituées pour être pavées, et nous avons des chaussures.",B2
2702,Elle est marquée par la résurgence de la controverse sur les Centres d'Aide par le Travail.,B1
2703,Je pensais que ma vie était une tragédie.,B1
2704,Donc nous changeons complètement la psychologie de l'étudiant au sein du groupe de classe.,C1
2705,Une terreur mêlée d'affection a été peinte sur son visage.,C2
2706,"Quand Arthur est finalement rentré à la maison, je faisais la fête avec lui en sautant dans toutes les directions, et il m'emmenait pour notre promenade au parc, caressé derrière ses oreilles en ria. Puis nous rencontrions des amis.",C1
2707,J'ai dû ouvrir la fenêtre pour respirer; mon sang brûlait dans mes veines.,C2
2708,Ces molécules organiques ont pu être recueillies à l'aide de l'échantillon de sol (qui a ensuite dû être réchauffé avant qu'il puisse être analysé) mais pas seulement.,B2
2709,"L'ambitieux a de longues dents, mais pour réussir, les ambitieux doivent être prudents et persévérants ou ils peuvent se casser les dents.",B2
2710,Avez-vous des déclarations à faire à ce sujet?,A2
2711,"Non, ne sors pas et ne joue pas sans protection!",A2
2712,"Dans le village, il y a les pour et les contre, mais les enthousiasmes sont les plus nombreux.",A2
2713,J'ai eu un week-end spécial.,A1
2714,Je vais y aller.,A1
2715,"Quand tu es petit, tu apprends à marcher pendant huit mois.",A2
2716,"Dans la deuxième position, les Français incluent les bonnes manières, puis le sens des responsabilités.",B2
2717,"Pour presque tous les pays, le schéma suivant peut être dessiné à peu près : la cour est normalement le centre du goût, des voies et des idées de la France, et certaines de ces attitudes sont imitées par des avocats qui gravitent autour de l'aristocratie et du personnel domestique élevé.",C2
2718,Et frénétique.,B2
2719,"Le quartier est calme et agréable, et pas trop loin de l'Université",A1
2720,Et comment la conservatoire finance-t-elle la protection côtière et l'accueil public?,C1
2721,L'indicateur n'était que de 40 % pour les femmes en 2009.,A2
2722,"Ils annoncèrent qu'ils avaient servi; j'offrit à Ellenore mon bras, qu'elle ne pouvait refuser.",C1
2723,"Forced d'admettre que je n'ai manifesté aucune disposition particulière ou talent caché, ma mère a fini par conclure, comme tant d'autres mères avant elle, qu'il ne me restait qu'une seule solution : la diplomatie.",C2
2724,Le monde est divisé en deux catégories : celles qui ont un pistolet chargé et celles qui creusent.,B2
2725,"En outre, la mémoire du roman facilitant l'intelligence du livret, il a suivi la phrase intrigue à la sentence, tandis que des pensées insaisissables qui lui sont revenues, dispersées, immédiatement, sous les rafales de musique.",C2
2726,"Celui qui, à 65 ans, apprécie encore ses visites dans les salles de classe, estime que les parents ont parfois trop négligé les choses très simples.",C2
2727,"Il avait marché brûlant, téméraire et damné, ses paupières tremblant sur ses grosses prunes, noir de la douleur d'une participation qui, quatre siècles plus tard, a dû faire de lui une victime quand il a senti dans sa propre gorge l'écho du cri qui avait autrefois couru sur Piazza Montana: ""Roba Vecchia!"" - la dégradation à laquelle les siens avaient survécu.",C2
2728,"Conscient de sa popularité plutôt faible, il a par la suite renoncé à courir pour un nouveau mandat présidentiel.",C1
2729,"Dans les thérapies cognitives et comportementales (CCT) pour les toxicomanies, les stratégies sont apprises pour résister à des désirs irrépressibles.",C2
2730,Il n'y a pas de pénurie d'activités!,A1
2731,"Tous les lundis, c'est la même chose.",A1
2732,"« Nous avons alors pensé que le terrain commençait à être favorable à l'informatique », explique Wilgenbus.",B1
2733,"De plus, les organismes nationaux de réglementation de notre pays exigent plus de qualité, de sécurité et de fiabilité.",B2
2734,Tu regardes la télé.,A1
2735,"Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a documenté les changements observés depuis le début des années 1990 : hivers moins sévères, élévation du niveau de la mer, formation de glace plus tard dans la saison et dégel avancé, fonte du pergélisol, arrivée de nouvelles espèces animales (salons rouges).",C1
2736,"Ses idées semblaient s'éclairer à travers les obstacles, et émerger de cette lutte plus agréable, plus naïve et nouvelle ; pour les idiosmes étrangers rajeunissent les pensées, et les débarrassent de ces tours qui les font apparaître à leur tour communs et affectés.",C2
2737,J'ai le lecteur de DVD portable.,A1
2738,"Un jour, dans le sport, je prends la balle sur mon nez.",A2
2739,Mais les femmes qui ont choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité.,B2
2740,Je veux prendre rendez-vous pour mon dos.,A2
2741,Combien de temps ça va durer?,A2
2742,L'eau potable aide votre corps à trouver son équilibre,B1
2743,"Et c'est à cause de l'école, parce que l'école les dégoûtait, ils ne voulaient pas apprendre; donc maintenant ils sont dans la rue et ils font quoi que ce soit.",A2
2744,Cette histoire ne ressemble pas à des fêtes romaines.,A1
2745,Le reste ne m'intéresse pas du tout.,A2
2746,Elle écrit une lettre.,A1
2747,Elle voulait parler : je lui ai demandé de m'écouter.,C2
2748,"Puis, après avoir passé le bûcheron, il les a rappelés et leur a demandé s'ils voulaient un cheval.",C2
2749,"Le brun, aussi connu sous le nom de brun, est la couleur du café, du sol et de l'écorce des arbres.",A1
2750,"D'un autre côté, l'échec scolaire croissant des garçons.",C1
2751,Alors la fusée s'en va.,A1
2752,"Ce processus d'homogénéisation a été renforcé par l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.",C1
2753,"Il peut se produire à tout moment, mais de préférence quand un petit rayon de soleil réchauffe votre ordinateur.",B1
2754,"D'abord, quel âge avez-vous?",A2
2755,"Pour devenir membre, vous n'avez qu'à payer les frais d'adhésion de la fédération sportive.",B2
2756,"On lui a tout pris, elle était seule au monde.",B1
2757,"Le directeur financier, sans doute moins heureux qu'il ne l'a fait, a tout abandonné : son travail, sa compagnie, sa vie parisienne et son appartement cossu.",C1
2758,"On ne s'en sortira pas, et j'en ai marre.",A2
2759,Vous avez de petites bouteilles d'eau si vous avez soif.,A1
2760,"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",B2
2761,Vous devez vivre au centre de Limoges ou avoir une voiture.,A1
2762,Petit comme grand peut aller à la chasse aux œufs,B1
2763,"L'invasion de la restauration rapide, la percée des cuisines ethniques, les gens qui ne cuisinent pas faute de temps, la perte de goût n'explique pas tout.",B2
2764,Ils décimèrent les Amérindiens et utilisaient des esclaves africains dans leurs mines et leurs plantations.,C1
2765,Je souffre de problèmes de dos.,A2
2766,"A midi, c'est l'heure du déjeuner.",A2
2767,"Et je pense que je quitte ma maison, parce que j'élève mes trois enfants seuls.",A2
2768,Bonjour Abdel et merci pour votre message!,A1
2769,Lequel des deux a le mieux satisfait sa passion?,C1
2770,"Originaire des Saintes, archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours atypique pour le moins",C1
2771,"À la nouvelle également, la situation en Australie, où les autorités font état de dégâts considérables à la suite d'un nouveau jour d'incendie.",B1
2772,"En même temps, le résultat a été un ardent désir d'indépendance, une grande impatience pour les liens que j'étais entouré, une terreur invincible de former de nouveaux liens.",C2
2773,"L'effondrement de cet ensemble trop énorme avait divisé les routes de l'Ancien Monde, mais a laissé la connaissance de l'extrême (Marco Polo) et les demandes qui étaient devenues insatisfaites (les épices pour les Occidentaux).",C1
2774,Toute défection démocratique doit donc être compensée par un vote républicain.,B2
2775,"Que les Japonais, animistes, soient prudents d'une âme transcendante, ignorent notre mythe et apprécient sans réserve leurs robots confirment l'interprétation proposée.",B2
2776,Je m'en vais.,A1
2777,"Pour ma part, je préfère parfois voir des changements, plutôt que de voir un simple copier-coller qui respecte trop le livre, mais qui, en fin de compte, rend le film sans intérêt, sans originalité.",B2
2778,Marie est mon amie.,A1
2779,"Eh bien, la première chose bien sûr, vous devez être un acteur.",A1
2780,"L'intégration d'Internet signifie également l'établissement d'un lien entre l'École et la vie réelle des adolescents, tous natifs du numérique.",B2
2781,"Il n'était pas populaire, bien que le crédit posthume conféré à son père a suscité dans ses accommodements le regard spécial, semi-circulaire, de ceux qui, ne voulant pas féliciter sur un terrain égal de la terre, accordent néanmoins à la branche vivante (à cause de la mort et de sa sanction) une légère inclinaison de la tête, dans le pardon rappelant une peur future - salut qui nous est très habituel en présence de ce peuple.",C2
2782,Des formules d'addition sont montrées pour cette section thêta qui généralisent en particulier la formule trisécante de fay.,C2
2783,La mémoire de l'ordinateur est pleine.,A2
2784,Les robots humanoïdes n'en sont qu'à leurs balbutiements.,C2
2785,Nous vivons dans une jolie maison avec un grand jardin. Notre quartier est calme et paisible.,B1
2786,"Selon le document, le projet pourrait améliorer le système d'évaluation grâce à la technologie.",B2
2787,Je pars demain matin à la première heure pour ne pas manquer mon avion.,A1
2788,"Je te le dirai très bientôt pour un bon cours de retour dans la matinée, Theo se lève à 6 heures.",A2
2789,"Au centre de la grotte il y avait un trône, et sur ce trône il y avait un énorme serpent.",A2
2790,J'ai vraiment aimé le film sur les abeilles.,A2
2791,"Mais il est aussi descendant de la dix-neuvième génération de Dante, ce qui lui confère certaines responsabilités à l'égard de son échevin très lointain et très prestigieux.",B2
2792,Tu ne peux pas savoir le plaisir que je dois te rencontrer.,B1
2793,"Cependant, il ne néglige pas les difficultés matérielles d'un voyage effectué avec les seules ressources de la mendicité.",C2
2794,"Selon les services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à la brucellose.",C1
2795,La mère et son fils se sont éloignés des autres.,A2
2796,"En effet, le risque pour un homme comme Callicles qui décide de mener une vie intempérée et désordonnée est de devenir l'esclave de ses propres passions et désirs",C2
2797,Les retraités sont surreprésentés dans l'électorat français par rapport à d'autres groupes d'âge.,B2
2798,Napoléon lui donna le statut militaire en 1804.,C1
2799,J'adorais le repas.,A2
2800,Elle est descendue pour voir si c'était bien pour elle.,A1
2801,"Les vins français changent, évoluent, retrouvent l'éclat perdu et innovent tout en étant agréables.",B2
2802,Devrions-nous redouter une gérontocratie de style français?,B2
2803,"Quand elle entendra le réveil du matin, elle se lèvera du lit, prendra une douche, et elle se dépêchera au bureau.",B1
2804,J'ai éteint le feu.,A1
2805,Le serveur : Je vous apporte votre commande!,A2
2806,Je profite de l'occasion pour faire un gros matin et sortir de mon lit à dix heures.,A1
2807,"En effet, selon le philosophe Michel Serres, elle a atteint l'homme moderne dans ses facultés.",B2
2808,"Com' est l'abréviation de communication, commandant, communion, commerce - la petite com du coin, ainsi de suite.",B2
2809,"Il doit faire quelques courses, il prévoit aussi de faire un peu de stockage.",A2
2810,C'est un beau bulldog qui aime les câlins.,A2
2811,Les enseignants d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès des jeunes,B2
2812,Il a développé je pense instinctivement et naturellement ma créativité dans la cuisine,C1
2813,"Ce lundi 8 mars, Journée internationale des droits de la femme, les employés de McDonald sont de retour dans la rue.",C1
2814,"J'ai hâte que tu viennes me voir le mois prochain, pour te montrer mes endroits préférés.",A1
2815,"Mais la femme ne flatte pas seulement la vanité sociale de l'homme ; elle lui permet aussi une fierté plus intime ; il se réjouit de la domination qu'il exerce sur elle ; les images naturalistes du soc éparpillé le sillon sont superposées lorsque la femme est une personne de symboles plus spirituels ; il n'est pas seulement érotique, moralement, intellectuellement, que le mari « forme » sa femme ; il l'éduque, la marque, lui impose son empreinte ; l'un des rêves auxquels l'homme est complaisant, est celui de l'imprégnation des choses par sa volonté, de la modélisation de leur forme, de la pénétration de leur substance : la femme est par excellence la « pâte douce » qui se permet passivement de se mélanger et de façonner ; tout en s'abandonnant, elle résiste, ce qui permet à l'action masculine de se perpétuer.",C2
2816,Je fais mes toilettes et je prends mon petit-déjeuner.,A1
2817,"Pour le fils des pages, j'ai douté qu'ils auraient écrit ces lignes et prose de leurs propres mains.",C1
2818,"Le serveur : Oui, ça commence dans quelques minutes!",A2
2819,Monsieur a été le premier à diriger une émission dite « sérieuse » à la radio puis à la télévision.,B1
2820,"Le 7 mars 1991, 25 000 réfugiés albanais ont atteint le port de Brindisi dans la région des Pouilles.",C1
2821,"Oui, ce sera tout?",A1
2822,"Une semaine après la tragédie, il s'agit de limiter les dégâts.",A2
2823,"Un battement de ses paupières, et elle me regarda sans me voir, et c'était la gloire et le printemps, et le soleil et la mer chaude et sa transparence par le rivage et ma jeunesse sont revenus, et le monde est né, et je savais que personne avant elle, Adrienne, Aude, ou Isolde, ni les autres de ma splendeur et de ma jeunesse, tous ses proclamateurs et servantes.",C2
2824,"Maintenant que je le connais, je n'ai plus peur!",A2
2825,"Pour éviter les deux mois de vacances, ils achètent leur potion dans les librairies pour un investissement moyen de 7 euros.",C2
2826,"Pendant une heure et demie, Theo peut penser à autre chose que l'école et s'amuser avec ses amis.",A2
2827,"Aujourd'hui ou demain, les robots pourront-ils remplacer les hommes au travail?",C2
2828,"Je lui apporte parfois des bonbons, du chocolat; au début, elle a toujours refusé, maintenant elle les prend, avec un sourire.",B1
2829,C'est le problème!,A2
2830,"Aujourd'hui, il n'y a que 15 624 résidents à longueur d'année dans le quartier, comparativement à 27 470 en 2006.",B1
2831,"C'est déjà lundi, et toute la semaine recommence.",A2
2832,Ils sont si jolis qu'on a décidé d'en apprendre un par cœur.,A2
2833,Il y a aussi beaucoup d'avantages à vivre dans la ville,B1
2834,Qui fait du cheval avant?,A2
2835,"Et, pour que rien ne rompe l'élan qu'il va essayer de réunir, j'élimine tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon attention contre les bruits de la pièce voisine.",C2
2836,Vous voyez des gens que vous connaissez depuis plusieurs années.,C2
2837,"Et toi, quand retournes-tu à Tours?",A2
2838,"J'ai 23 ans, je parle chinois, j'aime lire!",A1
2839,"Thomas Garnier s'occupe de la communication numérique du château de Versailles, et c'est lui qui imagine ces petites vidéos ludiques de plus en plus visibles sur les réseaux sociaux.",B2
2840,"Et comme nous étions amis, ""Elle vit avec amour et eau douce"", un peu d'éternuement derrière son dos.",B1
2841,"Seuls les associés de la société de personnes ont le statut de contribuables, de sorte que le revenu net et la richesse de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
2842,"Il faut cependant les rendre plus faciles dans les déviations, dans les rythmes.",B2
2843,Le vaccin AstraZeneca fait-il l'objet d'une réadaptation accélérée?,B2
2844,J'ai hâte de la rencontrer.,A1
2845,"Je suis définitivement exilé, et je passe mes nuits à souder les traces qui mènent à l'identité.",C1
2846,"Quand on voit toutes ces blessures, tous les dégâts causés par un cyclone, c'est monumental.",C1
2847,"Plus généralement, il accompagne le bouillonnement et le désir de communication immédiate de l'adolescence.",B2
2848,Nous cherchons aussi d'autres solutions et cela a commencé de cette façon à ce moment-là.,A2
2849,"C'est pourquoi il a décidé de remplacer les portes automatiques par les portiers en superbe livraison, ce qui a donné à cet aéroport un caractère très luxueux.",C2
2850,Il y avait deux enfants de 14 et 11 ans.,A2
2851,Elle parle anglais et français et étudie l'espagnol,A1
2852,"Cependant, il y a aussi beaucoup de réticence à le faire.",C1
2853,"J'ai trop mangé, mon estomac me fait mal.",A2
2854,"Lavez bien le pot de yaourt, il doit être propre!",A1
2855,"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable.",B1
2856,Un choix difficile mais important : le public français écoute souvent les professionnels de Cannes pour choisir le film qu'il va voir au cinéma.,A2
2857,Et c'est ce qui nous distingue des autres écoles d'informatique.,B1
2858,Je parle beaucoup.,A1
2859,"Elle n'avait pas assez d'yeux pour contempler les costumes, les décorations, les personnages, les arbres peints qui tremblaient quand nous marchions, et les chapeaux de velours, les manteaux, les épées, toutes ces imaginations qui bougeaient en harmonie comme dans l'atmosphère d'un autre monde.",C2
2860,Travaillez en groupes de deux personnes.,A1
2861,"A Barcelone, mes parents ont réservé un appartement près de la plage",A1
2862,Je me suis arrêté et j'ai bu une petite bière sur la terrasse.,A2
2863,Une petite révolution et des personnages qui parlent seuls.,B1
2864,C'est comme ça qu'on est devenus amis.,A2
2865,"Par exemple, portant une robe noire avec une écharpe brillante, fuschia ou orange ou rouge ou vert, et deux jours plus tard, vous remettez cette robe noire avec d'autres bijoux, un grand collier",B2
2866,J'ai juré de dire la vérité sans concession au bon Dieu.,B1
2867,"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",A1
2868,"Par exemple, l'énergie, la santé, les transports ou le climat peuvent être des thèmes synthétiques intégrant la géographie, l'histoire, la chimie, les mathématiques, la physique, tout en étant déclinés en termes culturels, artistiques, juridiques, politiques ou économiques.",C2
2869,"Dans les écoles, les collèges et les lycées publics, le port de signes ou d'uniformes par lesquels les élèves manifestent ostensiblement une appartenance religieuse est interdit.",B2
2870,"Face à cette pression du marché et à l'absence de contrôle rationnel, la forêt est-elle condamnée?",B2
2871,Des lueurs rouges ont commencé à éclater dans le village; parfois un long rugissement a commencé à partir d'une écurie brûlante.,C1
2872,"Je pensais avoir remarqué une impression de regret et de tristesse, mais elle persistait dans sa résolution, qu'elle m'annonçait comme inébranlable.",C2
